Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,0 años de edad,1 año de edad,2 años de edad,3 años de edad,4 años de edad,5 años de edad,6 años de edad,7 años de edad,8 años de edad,9 años de edad,10 años de edad,11 años de edad,12 años de edad,13 años de edad,14 años de edad,15 años de edad,16 años de edad,17 años de edad,18 años de edad,19 años de edad,20 a 24 años de edad,25 a 29 años de edad,30 a 34 años de edad,35 a 39 años de edad,40 a 44 años de edad,45 a 49 años de edad,50 a 54 años de edad,55 a 59 años de edad,60 a 64 años de edad,65 a 69 años de edad,70 a 74 años de edad,75 a 79 años de edad,80 a 84 años de edad,85 a 89 años de edad,90 a 94 años de edad,95 años y mas
La Paz,Murillo,Mecapaca,ANANTA,179,1,4,1,3,4,3,1,2,2,4,7,2,9,6,2,7,4,3,2,3,20,12,13,13,9,11,10,6,5,4,2,1,2,1,0,0
La Paz,Murillo,Mecapaca,AVIRCATO,628,9,11,16,8,13,8,6,10,11,9,10,6,7,11,12,14,12,9,16,9,56,48,41,39,44,40,28,32,23,30,11,14,8,4,3,0
La Paz,Murillo,Mecapaca,CHOJO,149,4,3,1,3,4,2,4,3,2,0,2,5,4,3,7,4,4,4,3,2,9,11,7,8,11,9,10,4,5,4,2,4,0,0,0,1
La Paz,Murillo,Mecapaca,CONCHA MARCA,27,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,2,0,3,4,0,4,0,1,0,1,3,0,2,0,0,0,0,0
La Paz,Murillo,Mecapaca,HUAYHUASI,712,10,11,16,13,7,13,8,15,8,15,9,11,11,13,20,16,26,13,16,15,64,50,43,60,50,27,31,35,25,27,13,6,9,4,2,0
La Paz,Murillo,Mecapaca,MILLOCATO,499,4,11,3,18,11,10,14,9,11,7,11,6,8,10,13,15,11,10,8,12,43,34,33,37,25,25,28,16,12,14,13,8,7,2,0,0
La Paz,Murillo,Mecapaca,PEÑOL,49,0,0,2,0,1,1,0,1,1,3,1,2,3,0,1,2,0,1,1,1,0,4,1,5,3,4,0,3,2,1,1,1,2,1,0,0
La Paz,Murillo,Mecapaca,YANARI ALTO,162,1,2,1,3,5,3,4,5,3,5,3,4,5,1,5,3,3,3,2,1,5,18,9,6,10,7,4,8,10,7,6,1,6,2,1,0
La Paz,Murillo,Mecapaca,YANARI BAJO,99,1,2,0,2,2,0,2,1,1,0,3,0,0,0,1,2,0,2,1,1,6,7,6,4,5,4,5,13,8,9,4,5,0,2,0,0
La Paz,Murillo,Mecapaca,EL PALOMAR,1 077,22,21,23,12,23,18,23,22,22,15,11,14,31,26,23,18,29,19,16,17,68,73,84,78,55,54,70,48,45,31,26,11,17,8,3,1
La Paz,Murillo,Mecapaca,HUAJCHILLA,1 078,13,20,16,17,18,21,18,23,13,14,20,18,16,24,18,26,20,25,24,18,75,84,84,69,60,53,58,46,45,44,30,15,19,12,2,0
La Paz,Murillo,Mecapaca,HUARICANA ALTA,767,4,11,12,12,12,14,12,20,11,14,10,14,24,14,15,18,18,12,19,10,59,48,54,52,39,56,36,38,40,23,17,10,6,9,4,0
La Paz,Murillo,Mecapaca,HUARICANA BAJO,479,8,5,9,5,5,6,3,8,13,7,12,9,16,11,6,13,14,10,14,10,34,30,33,44,28,23,25,17,20,16,10,8,3,3,1,0
La Paz,Murillo,Mecapaca,LAS CARRERAS,980,17,14,14,20,15,17,13,22,14,18,20,15,18,17,22,24,24,19,18,17,76,79,63,90,59,44,57,45,36,19,27,13,10,2,0,2
La Paz,Murillo,Mecapaca,MECAPACA,1 134,22,21,16,18,16,16,15,14,20,19,13,27,20,33,26,35,27,23,29,20,82,81,76,84,80,86,52,43,33,28,21,15,13,7,2,1
La Paz,Murillo,Mecapaca,TAYPICHULO,789,17,10,13,9,18,15,19,9,14,10,21,11,13,19,16,22,21,21,13,14,61,62,55,48,43,46,34,30,32,22,21,16,11,2,1,0
La Paz,Murillo,Mecapaca,YUPAMPA VALENCIA,974,13,11,8,19,10,19,10,13,19,10,26,12,16,19,20,27,25,13,15,21,68,80,54,66,68,49,45,47,54,36,30,23,17,5,6,0
La Paz,Murillo,Mecapaca,HUANCARANI,92,0,0,1,3,1,2,3,0,2,2,2,2,4,3,1,3,6,0,1,2,8,3,10,2,6,8,2,4,2,2,2,1,1,0,0,3
La Paz,Murillo,Mecapaca,LIPARI BAJO,105,2,2,0,0,2,0,1,1,2,3,2,2,3,3,2,1,2,3,0,1,8,10,10,7,6,8,4,7,3,4,1,2,2,1,0,0
La Paz,Murillo,Mecapaca,UNCURA,252,4,5,8,6,8,3,2,7,5,11,7,8,8,5,6,8,4,6,3,5,17,16,14,18,11,18,14,5,13,3,3,0,1,0,0,0
La Paz,Murillo,Mecapaca,HUERTA MAMANIRI,323,1,4,8,5,6,6,11,6,5,8,9,3,11,7,5,8,6,9,6,7,20,28,13,24,24,11,10,24,12,8,7,4,7,0,0,0
La Paz,Murillo,Mecapaca,CACHAPA ALTO,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,3,2,1,2,3,2,4,3,1,0,0,0,0
La Paz,Murillo,Mecapaca,LIPARI ALTO,203,2,5,4,3,4,3,3,4,2,2,2,5,3,3,2,7,4,2,3,1,21,16,18,10,15,11,12,9,11,7,3,2,3,1,0,0
La Paz,Murillo,Mecapaca,HUARICANA SATELITE,183,0,4,5,1,2,4,3,1,6,1,1,1,6,2,3,3,4,6,5,2,13,12,9,20,12,6,8,8,9,12,12,1,0,1,0,0
La Paz,Murillo,Mecapaca,JANCO KAHUA,140,1,3,1,4,1,1,2,1,3,5,1,4,5,5,3,3,3,1,1,2,10,7,9,9,10,8,5,5,13,4,3,1,3,1,2,0
La Paz,Murillo,Mecapaca,SACANI,39,1,1,1,0,0,1,0,1,0,1,2,1,1,1,1,1,1,2,0,0,2,2,2,1,2,3,2,5,2,1,0,0,0,0,0,1
La Paz,Murillo,Mecapaca,TOTORANI,309,7,5,8,9,7,6,4,8,5,3,4,5,9,4,5,8,3,5,7,5,28,18,21,15,17,22,16,14,8,11,6,6,4,5,0,1
La Paz,Murillo,Mecapaca,ÑUÑUMAYANI,319,2,8,8,5,6,2,4,11,5,10,6,7,5,7,4,12,5,7,9,4,22,19,17,24,14,19,9,10,14,7,14,11,6,2,3,1
La Paz,Murillo,Mecapaca,LLUTO,284,1,2,1,9,5,6,5,4,3,8,5,4,5,5,6,7,5,10,6,6,21,25,23,19,24,8,10,17,12,7,6,2,3,2,0,2
La Paz,Murillo,Mecapaca,SANTIAGO DE COLLANA,931,15,14,18,15,16,14,12,18,16,19,21,15,20,22,27,25,23,27,13,14,65,64,54,69,60,40,37,36,41,31,24,23,14,5,2,2
La Paz,Murillo,Mecapaca,COLQUECHATA,105,2,1,2,3,2,2,1,4,1,1,7,2,4,3,3,5,2,2,1,0,6,2,5,10,6,6,0,5,6,4,2,2,2,1,0,0
La Paz,Murillo,Mecapaca,AZUPACA,113,3,1,1,0,3,1,1,2,1,1,4,1,6,1,3,4,2,1,4,1,9,5,5,4,5,7,5,7,12,1,3,2,5,1,0,1
La Paz,Murillo,Mecapaca,BERENGUELA,69,1,3,1,1,2,2,2,1,1,1,2,3,3,1,2,1,1,1,0,1,8,2,8,4,2,1,2,4,4,1,2,0,0,1,0,0
La Paz,Murillo,Mecapaca,CAHUAYUMA,65,1,0,2,0,1,0,1,0,2,0,1,2,1,3,1,0,1,1,0,3,5,4,4,3,2,9,1,4,3,5,1,1,2,1,0,0
La Paz,Murillo,Mecapaca,CHANCA,390,10,4,7,11,7,9,5,5,4,6,8,11,8,3,9,8,8,12,12,4,23,21,24,21,18,26,18,24,18,13,5,10,8,6,4,0
La Paz,Murillo,Mecapaca,CARACARANI,26,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,1,1,0,2,2,0,0,2,1,3,2,0,0,1,0,0
La Paz,Murillo,Mecapaca,ILAVI,194,7,3,1,2,3,2,0,3,3,3,4,6,5,3,6,4,3,1,7,5,11,15,11,14,12,11,7,7,8,10,6,6,4,0,1,0
La Paz,Murillo,Mecapaca,KERA,261,2,9,7,8,5,8,12,8,8,7,5,8,8,5,4,6,7,4,3,3,13,17,17,10,15,11,10,7,8,16,4,2,3,0,1,0
La Paz,Murillo,Mecapaca,MILLUACHU,62,0,3,1,3,0,2,1,2,2,1,0,2,0,1,2,2,1,3,1,1,11,4,3,2,1,1,2,4,3,1,0,0,2,0,0,0
La Paz,Murillo,Mecapaca,TOTORA,79,1,2,4,2,1,0,0,2,1,2,0,1,2,1,4,2,2,2,2,2,11,4,5,5,7,3,2,2,0,3,3,0,0,1,0,0
La Paz,Murillo,Mecapaca,TUMUSA,121,1,0,2,1,3,1,3,3,1,1,3,3,3,3,2,0,4,1,2,0,8,7,10,6,5,7,5,9,5,8,2,8,3,1,0,0
La Paz,Murillo,Mecapaca,WILACOTA,286,7,5,6,8,9,3,6,4,6,5,5,6,7,3,9,6,9,10,9,6,25,11,13,23,16,13,13,11,15,7,3,4,2,0,0,1
La Paz,Murillo,Mecapaca,CORAPATA,182,4,1,3,4,7,4,3,7,3,2,3,3,3,4,0,6,6,5,5,5,9,3,13,13,9,11,7,14,5,5,3,7,2,3,0,0
La Paz,Murillo,Mecapaca,CACHIRA,159,2,2,4,4,6,0,6,1,8,2,4,3,3,8,3,6,3,3,4,3,8,8,3,9,8,7,13,3,4,7,6,3,5,0,0,0
La Paz,Murillo,Mecapaca,HUARANCA,156,3,1,3,4,1,5,1,7,6,0,1,0,3,1,1,7,3,9,7,2,17,10,11,3,10,8,3,6,5,11,5,1,0,1,0,0
La Paz,Murillo,Mecapaca,COCHIRI,141,6,1,3,3,3,4,2,4,2,2,0,3,6,3,7,7,5,2,5,5,12,5,3,10,7,8,6,6,5,2,1,2,0,1,0,0
La Paz,Murillo,Mecapaca,CALLUMARA,177,4,4,3,4,5,8,4,7,5,2,4,2,5,7,5,6,4,5,2,3,20,6,13,3,10,5,8,10,5,2,0,1,2,0,3,0
La Paz,Murillo,Mecapaca,JANKO SUNI,417,3,4,9,9,13,5,4,5,12,3,5,9,9,8,8,13,7,9,12,5,37,37,27,27,21,24,19,23,18,17,6,4,3,1,1,0
La Paz,Murillo,Mecapaca,CENTRO BELEN,61,0,2,0,2,1,2,0,1,1,1,1,1,1,3,1,2,2,0,3,2,3,4,6,5,3,3,2,4,2,1,1,0,0,1,0,0
La Paz,Murillo,Mecapaca,VILLA EL CARMEN,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,4,2,4,1,0,1,7,1,1,1,1,0,1,0,0,0
La Paz,Murillo,Achocalla,ACHOCALLA,18 722,298,310,360,422,414,346,335,324,399,371,449,369,468,465,411,426,383,420,375,345,1 630,1 390,1 341,1 285,1 100,954,809,653,605,466,330,214,146,69,28,12
La Paz,Murillo,Achocalla,AYMA,193,1,1,3,3,1,1,4,4,2,5,4,3,5,4,4,3,7,1,4,3,14,5,13,10,15,14,10,11,12,8,7,5,6,0,0,0
La Paz,Murillo,Achocalla,POCOLLITA,162,5,1,2,3,0,2,1,2,1,4,4,2,3,5,3,4,5,2,0,2,20,11,10,11,6,14,3,11,13,2,5,2,1,2,0,0
La Paz,Murillo,Achocalla,UYPACA,537,5,4,7,5,15,9,9,6,9,12,5,9,12,15,12,11,11,11,9,13,39,43,40,40,27,25,33,17,23,22,18,9,9,3,0,0
La Paz,Murillo,Achocalla,VILLA CONCEPCION,114,1,3,6,1,1,4,6,1,2,2,3,1,4,5,1,3,1,4,2,1,13,7,8,4,8,6,6,3,1,4,1,1,0,0,0,0
La Paz,Murillo,Achocalla,ANTAQUE,33,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,1,0,0,2,3,1,2,3,1,1,2,1,1,3,2,0,1,1,0,0
La Paz,Murillo,Achocalla,ASUNTA QUILLVIRI,412,1,5,3,7,11,4,3,6,7,4,7,4,6,7,6,9,9,4,5,9,20,16,12,24,37,43,40,27,22,20,14,10,4,3,2,1
La Paz,Murillo,Achocalla,KAJCHIRI,278,0,4,0,7,3,3,2,5,8,4,3,6,7,1,2,2,6,8,2,5,13,16,18,18,24,25,19,23,16,9,7,4,4,1,1,2
La Paz,Murillo,Achocalla,KELLA KELLA,248,5,4,7,3,8,3,5,4,4,1,5,5,4,4,4,10,7,8,2,5,12,8,15,11,12,14,15,13,18,12,4,9,4,1,1,1
La Paz,Murillo,Achocalla,SAN PEDRO DE QUILLVIRI,277,6,8,6,15,9,8,3,10,6,9,3,8,7,8,8,4,7,5,6,2,16,12,17,8,16,18,5,11,14,7,5,2,3,3,1,1
La Paz,Murillo,Achocalla,SAYTHU,241,3,2,2,3,3,5,7,8,5,2,6,8,1,1,8,5,7,1,5,10,8,13,16,14,15,19,13,12,13,12,6,5,3,0,0,0
La Paz,Murillo,Achocalla,TAUCACHI,259,3,4,4,4,1,3,2,3,3,7,7,8,10,7,4,6,3,7,6,5,13,10,11,15,15,15,27,13,16,11,8,4,3,1,0,0
La Paz,Murillo,Achocalla,TUNI,517,9,13,14,12,9,8,7,12,8,11,8,13,6,12,16,13,12,10,10,6,37,32,34,34,37,33,30,13,21,13,14,5,3,1,1,0
La Paz,Murillo,Achocalla,VILLA LA YURI,186,3,4,3,5,1,3,5,6,6,5,2,4,5,3,2,6,7,7,7,4,19,7,17,9,6,9,5,4,9,2,2,1,4,2,2,0
La Paz,Murillo,El Alto,EL ALTO,846 880,16 919,17 647,18 435,19 811,19 736,16 909,16 470,17 942,17 716,17 312,18 318,17 683,21 050,19 092,19 240,19 365,18 427,19 726,19 455,17 189,87 712,73 862,72 621,58 980,48 821,36 518,29 929,21 390,17 044,11 520,7 893,5 095,3 845,1 969,782,457
La Paz,Murillo,El Alto,ALTO MILLUNI,347,2,10,2,4,5,7,7,4,9,8,5,6,4,5,3,6,2,2,2,7,34,36,29,31,24,20,20,14,13,11,8,6,1,0,0,0
La Paz,Murillo,El Alto,EL INGENIO,886,19,18,18,10,14,17,21,14,15,16,18,13,15,18,15,15,16,16,10,16,83,79,73,69,77,44,54,38,17,13,17,4,3,1,0,0
La Paz,Murillo,El Alto,MILLUNI BAJO,339,6,4,4,5,5,4,3,7,7,8,8,7,10,11,9,9,3,8,8,6,20,14,24,29,22,20,21,16,23,5,7,2,1,1,2,0
La Paz,Omasuyos,Achacachi,ACHACACHI,9 302,138,165,201,191,177,162,154,179,173,179,223,166,233,174,223,243,261,251,312,246,874,676,668,576,468,407,363,288,289,223,166,108,83,34,18,10
La Paz,Omasuyos,Achacachi,ARASAYA CHICO,126,2,3,0,1,3,3,3,1,5,3,7,1,7,0,4,1,4,1,3,2,1,6,8,8,5,4,12,5,9,4,3,2,3,1,0,1
La Paz,Omasuyos,Achacachi,ARASAYA KENTUYO,105,3,1,0,5,5,4,2,1,3,0,3,1,2,1,1,2,1,4,2,1,5,6,7,9,4,6,7,4,5,4,2,1,1,1,1,0
La Paz,Omasuyos,Achacachi,ARASAYA PATANINI,102,1,0,2,2,1,1,1,2,1,1,1,1,1,6,3,3,2,2,2,1,6,9,9,5,3,6,5,8,7,2,7,0,1,0,0,0
La Paz,Omasuyos,Achacachi,BARCO BELEN,305,1,1,5,2,5,2,8,8,7,4,9,10,7,6,7,8,6,7,5,5,14,10,6,19,19,17,30,11,22,16,11,6,4,5,1,1
La Paz,Omasuyos,Achacachi,BARCO CALA CALA,57,1,1,0,1,0,3,0,2,1,0,1,0,3,2,0,1,0,1,3,0,6,2,1,3,3,2,7,1,1,1,3,2,3,1,0,1
La Paz,Omasuyos,Achacachi,CALA CALA,537,3,7,8,6,9,5,8,9,12,4,9,10,14,11,12,12,12,12,16,10,58,39,12,28,27,27,29,24,31,34,16,17,3,3,0,0
La Paz,Omasuyos,Achacachi,CHAHUIRA CHICO,196,3,6,2,5,1,6,2,3,3,2,7,7,6,4,4,5,8,3,6,5,22,11,13,10,8,11,10,8,3,5,2,4,1,0,0,0
La Paz,Omasuyos,Achacachi,CHAHUIRA GRANDE,167,0,1,1,3,2,5,2,1,2,5,5,5,6,3,1,1,6,3,4,1,10,8,13,14,17,9,14,9,8,3,4,1,0,0,0,0
La Paz,Omasuyos,Achacachi,CHAHUIRA PAMPA,601,3,13,16,18,14,12,18,7,11,7,15,10,14,16,13,16,15,20,13,6,57,46,48,28,31,21,26,24,21,21,7,1,7,2,4,0
La Paz,Omasuyos,Achacachi,CHIJIPINA CHICO,755,17,20,21,23,24,17,10,14,25,10,22,14,23,15,21,17,13,22,14,13,63,47,38,34,31,40,24,27,25,20,14,19,10,6,1,1
La Paz,Omasuyos,Achacachi,CHIJIPINA GRANDE,1 104,15,17,14,25,23,14,19,32,22,23,21,27,35,19,17,37,27,37,21,21,100,76,66,65,67,62,50,45,26,26,19,15,13,4,4,0
La Paz,Omasuyos,Achacachi,CHURUHUATA BELEN,158,3,2,4,3,3,2,2,2,1,6,3,5,5,4,6,4,3,6,3,3,15,9,11,9,7,7,6,5,6,6,2,2,2,1,0,0
La Paz,Omasuyos,Achacachi,IRAMA BELEN,452,10,8,9,5,11,9,8,10,8,8,5,7,12,13,13,13,12,8,12,6,34,18,25,20,20,24,33,21,23,19,8,10,5,3,0,2
La Paz,Omasuyos,Achacachi,JAHUIR LACA,280,2,2,4,4,3,2,5,1,8,9,8,8,9,8,6,4,6,6,4,6,24,9,12,25,8,18,16,10,17,6,10,6,7,5,2,0
La Paz,Omasuyos,Achacachi,KJASINA,366,4,8,5,9,11,3,10,7,5,7,5,13,3,9,9,11,6,9,10,8,31,12,22,14,17,26,16,18,15,15,13,5,4,4,0,2
La Paz,Omasuyos,Achacachi,MARCA MASAYA,263,3,2,5,7,6,2,5,6,5,1,10,3,7,4,8,8,6,6,8,2,17,10,20,7,12,23,5,14,21,9,6,5,5,4,1,0
La Paz,Omasuyos,Achacachi,MOROCOLLO,123,0,0,1,0,0,2,4,5,2,5,0,1,1,1,3,3,4,3,3,1,6,5,6,4,2,4,10,7,21,4,4,5,2,3,1,0
La Paz,Omasuyos,Achacachi,PAJCHANI GRANDE,471,7,4,10,5,11,6,11,5,9,6,14,4,11,5,16,9,13,17,6,4,26,15,16,19,25,39,38,29,34,22,17,11,4,1,2,0
La Paz,Omasuyos,Achacachi,PAJCHANI MOLINO,322,5,5,3,4,2,3,3,2,4,4,4,2,2,4,2,6,9,6,9,3,14,11,7,5,20,20,20,16,19,34,27,24,9,9,3,2
La Paz,Omasuyos,Achacachi,PALLARETE,210,2,1,0,3,1,1,3,1,1,2,2,1,5,2,5,4,2,4,1,0,5,5,9,9,18,13,23,17,18,11,17,13,7,3,0,1
La Paz,Omasuyos,Achacachi,PAMPA BELEN,432,2,8,8,9,6,12,12,9,9,6,5,5,9,8,9,6,8,5,10,8,39,29,25,17,19,27,23,23,18,18,12,9,11,0,2,6
La Paz,Omasuyos,Achacachi,PUTUNI,97,5,1,2,0,1,0,4,3,3,1,2,1,0,0,1,2,1,1,0,0,5,5,1,8,6,10,7,8,9,6,1,0,2,1,0,0
La Paz,Omasuyos,Achacachi,QUENAQUETARA BELEN,186,0,2,3,1,5,6,1,6,2,7,4,4,6,4,13,7,7,7,2,1,6,5,11,7,16,10,12,9,4,3,6,3,0,5,0,1
La Paz,Omasuyos,Achacachi,AVICHACA,860,15,11,10,14,18,19,11,29,14,22,16,19,19,18,15,17,23,19,24,15,79,66,41,32,39,54,41,29,35,34,21,18,11,7,4,1
La Paz,Omasuyos,Achacachi,SANTIAGO DE PACHARIA,406,8,8,7,1,9,4,6,12,6,5,11,8,13,6,8,9,4,12,12,7,33,24,17,21,27,18,18,16,12,14,18,11,10,10,1,0
La Paz,Omasuyos,Achacachi,SUNTIA CHICO,116,1,2,4,4,3,1,1,4,6,3,2,2,1,3,2,2,4,2,5,2,10,7,3,6,5,6,7,1,2,5,4,3,2,1,0,0
La Paz,Omasuyos,Achacachi,SUNTIA COMUN,60,0,0,0,2,0,1,1,1,1,2,1,1,6,1,2,1,0,3,0,2,1,0,2,2,3,3,6,7,3,0,3,3,0,2,0,0
La Paz,Omasuyos,Achacachi,SUNTIA GRANDE,94,0,0,1,1,1,0,0,0,1,0,2,1,1,2,4,2,0,4,1,0,3,5,8,12,7,7,8,8,5,5,3,1,1,0,0,0
La Paz,Omasuyos,Achacachi,TARAMAYA,849,7,12,16,23,20,12,19,21,15,15,17,13,18,13,34,25,21,23,13,20,67,57,52,42,48,44,43,32,23,29,19,19,10,4,2,1
La Paz,Omasuyos,Achacachi,TIPAMPA,391,8,10,8,5,5,6,11,5,5,9,8,5,7,7,13,6,18,9,18,7,40,23,25,17,29,23,13,14,17,7,4,4,1,3,1,0
La Paz,Omasuyos,Achacachi,TOLA TOLA,297,8,0,5,5,5,5,2,2,6,2,6,5,6,8,12,4,3,7,10,5,26,12,22,19,15,20,19,10,17,14,9,3,3,1,1,0
La Paz,Omasuyos,Achacachi,TUNUSI,173,5,2,2,2,0,4,3,4,3,0,3,5,8,2,4,7,3,2,2,3,13,15,12,9,6,13,14,6,4,7,4,1,3,1,0,1
La Paz,Omasuyos,Achacachi,COTAPAMPA,213,1,1,5,8,3,4,5,2,6,7,5,3,3,6,7,4,6,9,1,1,6,10,14,15,7,13,12,15,13,8,5,7,1,0,0,0
La Paz,Omasuyos,Achacachi,KENAMARINI,186,8,4,3,6,3,5,3,5,5,4,6,3,7,5,7,2,4,1,8,4,14,9,9,8,4,11,10,6,4,5,5,2,4,1,0,1
La Paz,Omasuyos,Achacachi,ARASAYA LLOCO PUTUNCO,79,1,1,0,2,1,1,3,0,1,1,1,3,4,1,1,2,0,0,1,2,13,3,4,1,7,5,5,4,3,1,6,1,0,0,0,0
La Paz,Omasuyos,Achacachi,CORCAPUTO BAJA,125,0,4,5,4,2,2,3,4,3,0,2,2,4,7,5,2,1,1,0,0,11,11,3,6,7,10,4,2,5,6,8,0,0,1,0,0
La Paz,Omasuyos,Achacachi,POMGON HUYO CENTRO,261,6,3,4,5,2,3,6,3,4,5,5,1,4,4,8,9,6,9,4,4,25,10,9,10,10,21,19,16,15,10,11,7,1,2,0,0
La Paz,Omasuyos,Achacachi,POMGON HUYO WILA JAHUIRA,222,1,4,3,4,1,1,4,1,2,1,2,8,4,2,6,1,4,7,2,2,11,9,12,17,15,14,14,14,23,13,9,7,3,1,0,0
La Paz,Omasuyos,Achacachi,UTAVI HUARINA,44,0,1,0,1,1,0,1,0,1,0,0,0,1,0,2,2,1,0,2,0,4,1,4,2,2,6,0,1,4,3,2,2,0,0,0,0
La Paz,Omasuyos,Achacachi,NUEVA ESPERANZA,43,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,3,2,3,0,1,3,2,3,3,2,2,1,0,1
La Paz,Omasuyos,Achacachi,HUARCAYA BELEN,157,1,2,2,1,2,1,1,2,0,1,0,3,2,4,3,7,6,3,1,3,7,8,7,9,8,9,9,9,9,11,8,8,6,3,0,1
La Paz,Omasuyos,Achacachi,SULFINI,150,0,2,1,2,2,1,3,1,5,1,3,1,2,7,4,1,2,2,4,3,5,9,7,5,9,13,8,9,13,8,7,4,3,3,0,0
La Paz,Omasuyos,Achacachi,VALLE FLORIDA,215,7,2,4,6,4,4,2,3,2,6,3,2,11,6,5,3,4,6,4,2,14,10,13,11,12,10,12,8,14,7,5,6,5,0,1,1
La Paz,Omasuyos,Achacachi,VILLA NUEVA ESPERANZA,73,0,1,1,4,0,0,1,1,1,2,0,3,2,0,2,2,1,3,1,4,6,3,3,1,4,3,7,2,2,6,1,2,4,0,0,0
La Paz,Omasuyos,Achacachi,VILLA SOJJONI,161,0,0,3,2,0,2,5,4,2,3,2,1,2,3,2,5,3,3,3,2,5,8,8,11,8,13,7,13,12,4,10,6,4,4,1,0
La Paz,Omasuyos,Achacachi,JANKHO AMAYA,473,9,6,4,6,9,9,6,7,7,6,6,6,19,11,12,9,13,17,7,15,38,25,18,15,21,33,31,28,18,24,18,6,6,5,1,2
La Paz,Omasuyos,Achacachi,COCOTONI,478,5,10,6,8,7,5,4,10,7,6,11,10,12,9,13,13,8,9,9,9,32,26,18,20,29,39,26,27,22,16,13,6,19,14,0,0
La Paz,Omasuyos,Achacachi,1RO DE MAYO,90,2,0,1,0,0,2,2,1,0,3,2,3,0,1,4,2,2,4,1,1,5,2,2,3,6,6,9,5,8,3,4,2,3,1,0,0
La Paz,Omasuyos,Achacachi,WILLKAHUAYA,188,0,1,1,1,4,1,3,0,2,4,3,0,3,1,4,3,2,5,4,1,7,8,7,8,8,19,18,13,22,8,15,4,7,1,0,0
La Paz,Omasuyos,Achacachi,AKJERANA,412,4,4,6,3,7,8,5,6,9,8,9,10,7,15,10,11,11,8,15,9,40,21,16,16,34,20,17,27,20,11,14,9,0,1,1,0
La Paz,Omasuyos,Achacachi,AJLLATA GRANDE,651,6,5,6,7,10,2,7,9,12,10,7,15,14,10,15,14,8,8,14,11,36,38,37,44,45,34,43,42,52,31,21,9,15,8,2,4
La Paz,Omasuyos,Achacachi,AJARIA CHICO,274,4,4,2,5,7,1,2,4,5,6,8,5,3,6,4,4,7,6,4,3,20,23,5,12,17,16,15,17,21,6,12,7,5,3,5,0
La Paz,Omasuyos,Achacachi,AJARIA GRANDE,369,1,5,3,4,5,9,8,8,4,9,4,3,6,6,7,9,7,4,7,5,25,20,14,16,26,23,17,18,22,21,18,11,14,7,2,1
La Paz,Omasuyos,Achacachi,AJLLATA,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Paz,Omasuyos,Achacachi,APURAYA BAJA,956,11,20,15,26,31,19,16,17,24,22,15,19,20,20,16,30,15,21,15,19,76,72,64,61,41,45,32,34,42,22,23,15,28,8,1,1
La Paz,Omasuyos,Achacachi,AYATA AJLLATA,387,3,5,9,8,5,6,4,7,7,11,4,8,8,3,9,6,5,9,6,7,20,24,28,12,21,16,26,21,25,16,17,7,12,9,3,0
La Paz,Omasuyos,Achacachi,CARMEN LIPE,620,5,7,11,11,13,7,13,5,9,7,11,8,7,7,11,5,11,12,6,12,57,44,48,32,41,38,36,36,30,24,19,17,11,6,1,2
La Paz,Omasuyos,Achacachi,CHEJELAYA,283,3,4,3,1,6,3,2,2,4,4,4,4,5,1,8,3,7,4,6,6,14,11,12,17,24,19,17,20,13,18,11,10,12,2,3,0
La Paz,Omasuyos,Achacachi,CONFURI PUCURO,249,1,3,2,5,3,1,1,3,8,5,7,3,9,4,4,9,5,4,5,2,13,13,8,9,11,12,22,21,23,11,5,4,7,0,5,1
La Paz,Omasuyos,Achacachi,CORILAYA,275,4,3,6,3,6,8,2,8,5,5,11,3,9,2,9,10,4,9,5,2,25,12,21,16,15,9,14,11,16,7,3,3,3,4,1,1
La Paz,Omasuyos,Achacachi,HUANACU,163,2,1,5,3,5,5,0,5,3,1,7,3,4,1,3,5,4,4,0,1,8,6,4,9,8,9,10,6,13,5,10,6,2,3,2,0
La Paz,Omasuyos,Achacachi,TOKE AJLLATA ALTA,323,1,2,2,7,10,4,5,7,5,5,7,12,8,6,7,4,7,3,9,6,26,18,20,19,13,18,20,8,15,14,11,6,8,4,5,1
La Paz,Omasuyos,Achacachi,AJLLA,375,9,8,10,8,12,9,5,6,3,5,9,8,10,4,7,7,8,5,10,5,24,13,20,23,20,19,24,17,16,16,13,5,12,5,0,0
La Paz,Omasuyos,Achacachi,HUMAJALSU,50,0,0,0,4,0,0,1,0,2,2,0,1,4,0,1,1,1,3,0,1,2,1,3,1,8,3,3,2,1,0,4,1,0,0,0,0
La Paz,Omasuyos,Achacachi,JAPURAYA ALTA,808,12,10,17,13,13,18,15,7,11,19,19,20,16,19,11,21,14,14,12,16,67,52,54,46,34,53,45,48,34,32,13,12,15,3,1,2
